Program,Year,Period,State,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Value
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PHILLIPS,107,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"59,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PHILLIPS,107,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"60,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PHILLIPS,107,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,47
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"2,500"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,145
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,RICE,RICE - ACRES HARVESTED,TOTAL,"68,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,RICE,RICE - ACRES PLANTED,TOTAL,"68,500"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"6,590"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"123,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"133,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,29
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"42,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"44,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,PRAIRIE,117,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,63
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,RICE,RICE - ACRES HARVESTED,TOTAL,"46,500"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,RICE,RICE - ACRES PLANTED,TOTAL,"47,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,830"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"152,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"162,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,24
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"59,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"60,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,SAINT FRANCIS,123,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,53
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"12,500"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,140
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,RICE,RICE - ACRES HARVESTED,TOTAL,"57,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,RICE,RICE - ACRES PLANTED,TOTAL,"57,500"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,860"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"141,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"146,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,24
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"51,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"53,000"
SURVEY,2000,YEAR,ARKANSAS,EAST CENTRAL,60,WOODRUFF,147,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,54
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"22,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,130
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,RICE,RICE - ACRES HARVESTED,TOTAL,"74,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,RICE,RICE - ACRES PLANTED,TOTAL,"74,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"6,120"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"132,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"136,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,31
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"28,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"29,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CLAY,21,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,56
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"3,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,130
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,RICE,RICE - ACRES HARVESTED,TOTAL,"79,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,RICE,RICE - ACRES PLANTED,TOTAL,"79,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"6,251"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"87,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"90,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,29
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"16,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"17,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,CRAIGHEAD,31,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,56
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"8,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,125
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,RICE,RICE - ACRES HARVESTED,TOTAL,"59,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,RICE,RICE - ACRES PLANTED,TOTAL,"60,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"6,241"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"88,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"91,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,28
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"16,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"17,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,GREENE,55,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,56
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"6,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,128
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,RICE,RICE - ACRES HARVESTED,TOTAL,"10,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,RICE,RICE - ACRES PLANTED,TOTAL,"10,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,800"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"36,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"39,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,17
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"14,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"15,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,INDEPENDENCE,63,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,49
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"8,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,140
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,RICE,RICE - ACRES HARVESTED,TOTAL,"90,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,RICE,RICE - ACRES PLANTED,TOTAL,"91,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"6,150"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"155,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"161,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,22
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"54,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"56,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,JACKSON,67,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,55
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,RICE,RICE - ACRES HARVESTED,TOTAL,"85,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,RICE,RICE - ACRES PLANTED,TOTAL,"86,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"6,240"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"95,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"99,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,28
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"29,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"31,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,LAWRENCE,75,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,50
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"7,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,135
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,RICE,RICE - ACRES HARVESTED,TOTAL,"29,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,RICE,RICE - ACRES PLANTED,TOTAL,"29,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,871"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"185,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"194,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,21
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"70,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"72,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,MISSISSIPPI,93,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,58
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"4,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,128
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"2,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,140
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,RICE,RICE - ACRES HARVESTED,TOTAL,"122,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,RICE,RICE - ACRES PLANTED,TOTAL,"122,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"6,230"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"147,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"153,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,30
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"41,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"43,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,POINSETT,111,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,58
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"8,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,138
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,RICE,RICE - ACRES HARVESTED,TOTAL,"25,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,RICE,RICE - ACRES PLANTED,TOTAL,"25,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"6,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"41,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"43,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,32
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"8,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"9,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,55
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,RICE,RICE - ACRES HARVESTED,TOTAL,"20,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,RICE,RICE - ACRES PLANTED,TOTAL,"20,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,571"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"47,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"51,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,19
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"21,500"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"23,000"
SURVEY,2000,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,51
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"3,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,141
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,RICE,RICE - ACRES HARVESTED,TOTAL,"15,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,RICE,RICE - ACRES PLANTED,TOTAL,"15,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,540"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"46,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"50,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,24
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"9,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"10,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,47
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,RICE,RICE - ACRES HARVESTED,TOTAL,"31,500"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,RICE,RICE - ACRES PLANTED,TOTAL,"31,500"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,800"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"123,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"134,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,23
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"26,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"28,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,46
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,RICE,RICE - ACRES HARVESTED,TOTAL,"40,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,RICE,RICE - ACRES PLANTED,TOTAL,"41,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,550"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"96,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"106,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,28
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"31,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"32,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,51
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,RICE,RICE - ACRES HARVESTED,TOTAL,"12,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,RICE,RICE - ACRES PLANTED,TOTAL,"12,000"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,850"
SURVEY,2000,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"26,000"
